Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCM06,OUT046,1781.8894798592535
NCT05,OUT035,1795.9026263437052
NCQ02,OUT010,1790.721495128946
NCY06,OUT049,1811.7195678304072
FDY56,OUT035,1793.438873510792
FDL02,OUT035,1789.4489538618514
NCI06,OUT035,1792.1857365911771
FDQ14,OUT045,1816.9446184900269
FDQ12,OUT017,1821.826550182971
FDP36,OUT046,1786.9707301919625
FDK21,OUT027,1799.8113474326954
FDO40,OUT045,1807.1054202639193
NCK54,OUT019,1813.4336651577037
FDY09,OUT018,1808.9274051819596
NCW30,OUT049,1804.2326310575802
NCC55,OUT027,1792.0146693451331
FDE58,OUT018,1791.3834337423502
FDR39,OUT013,1811.7713087162394
FDU28,OUT049,1789.8909668985266
FDH08,OUT017,1820.8048614644263
FDG35,OUT045,1797.1982957712275
FDG22,OUT049,1804.6140633658715
FDC34,OUT035,1803.6482650721616
FDP15,OUT018,1815.8560290112964
FDK34,OUT010,1815.3771161487168
FDU45,OUT035,1797.023788104235
FDQ04,OUT027,1815.3309344519218
FDX22,OUT018,1809.8797380530686
FDB45,OUT017,1792.6235112605254
NCH43,OUT027,1790.975190513136
DRE60,OUT046,1810.4427344826647
FDD17,OUT027,1789.4271087272584
NCM54,OUT017,1806.0132357053174
NCH55,OUT013,1801.0909373882207
NCT06,OUT017,1806.8929273598226
FDA48,OUT027,1810.4560853864566
FDY58,OUT027,1792.685165227415
FDO25,OUT045,1797.64636368048
FDN50,OUT045,1789.229935686185
FDH35,OUT035,1790.8551468820924
FDK09,OUT045,1805.0839906848364
FDO16,OUT013,1793.3623768122281
FDW11,OUT045,1810.6836418430585
FDU47,OUT027,1784.222400263718
NCQ42,OUT010,1803.0974702801277
FDK55,OUT027,1807.2199283994198
FDN08,OUT049,1779.3176511289662
FDT57,OUT045,1814.5224537337867
FDJ12,OUT018,1805.1748679630807
DRL59,OUT017,1794.438925185931
NCN53,OUT046,1808.0655294514002
FDO51,OUT010,1794.892581688882
FDK56,OUT017,1794.2385341074817
FDY12,OUT035,1801.7413059674307
FDU15,OUT035,1807.5757848769429
FDQ19,OUT046,1805.9168621463318
DRF15,OUT045,1817.5950890243512
DRE25,OUT019,1794.1086031290906
FDK57,OUT018,1787.176982111954
FDD33,OUT010,1813.8352573478796
FDR34,OUT027,1787.7445853539514
FDU04,OUT045,1801.6588244143918
FDE35,OUT019,1795.1812430313119
NCD31,OUT035,1798.8806267182779
FDJ56,OUT035,1811.6780411658708
NCU53,OUT046,1786.4179379363059
FDD39,OUT035,1785.176904525476
NCU17,OUT019,1807.2917555789127
FDJ20,OUT046,1810.3822247660955
NCW41,OUT018,1805.195732850483
FDL52,OUT035,1811.7719549820297
FDS39,OUT035,1788.062893232868
DRJ47,OUT045,1792.1599319440475
FDP13,OUT010,1795.6279422758569
DRK39,OUT010,1787.5834719871075
FDF28,OUT010,1805.9022743701578
FDB09,OUT045,1806.4917622623411
FDM51,OUT046,1803.8751982505235
DRM49,OUT018,1795.3886520923859
DRF23,OUT013,1822.857128868579
DRH01,OUT035,1812.2740053923205
FDH12,OUT027,1787.8165188305095
FDA28,OUT019,1804.1063104803202
FDW37,OUT018,1797.69483681357
FDF02,OUT046,1799.9339593806742
DRL37,OUT046,1792.2863446477202
NCF43,OUT046,1813.6852428109144
FDH08,OUT010,1809.496642530846
FDR34,OUT019,1804.6453282552357
NCK19,OUT049,1815.6383183228884
NCD55,OUT018,1802.2860543428653
FDT27,OUT049,1811.4311124678009
FDQ57,OUT045,1795.3444079459175
FDA47,OUT035,1784.809812808488
DRG15,OUT027,1796.7213427133713
FDE05,OUT018,1800.5972029742081
FDN46,OUT046,1784.9844009878702
FDX27,OUT027,1809.2372187584592
FDT51,OUT045,1804.3150392709006
FDU33,OUT013,1787.5335524980887
FDJ16,OUT027,1784.829903885394
FDD20,OUT019,1808.505563433912
FDT36,OUT049,1816.5469356648396
DRF15,OUT027,1793.0194393779657
FDN52,OUT010,1789.0674005717758
FDC22,OUT027,1799.3437646746845
FDX15,OUT045,1802.2983935256677
FDT13,OUT013,1795.1427426264256
FDU04,OUT017,1812.220544306125
FDU31,OUT019,1788.2535480813463
FDW59,OUT027,1796.945249283116
NCO29,OUT046,1794.0818645698998
FDL15,OUT035,1815.1931363087956
FDI41,OUT049,1802.3155218717359
FDQ48,OUT049,1791.006988923414
DRI39,OUT013,1797.360494904549
FDI08,OUT013,1792.363513237217
FDC21,OUT049,1799.6373360042182
FDF58,OUT035,1803.6460604837016
FDS08,OUT010,1785.7878332445955
FDE47,OUT045,1789.2261772375105
NCP18,OUT019,1794.7922124684617
NCR41,OUT013,1794.5245310472142
FDA27,OUT013,1792.3858015734452
FDA43,OUT035,1791.7143918465047
FDA49,OUT045,1808.2609853661625
NCE55,OUT018,1809.1529303901477
DRM49,OUT027,1810.5426566734766
FDF22,OUT027,1785.5319657308485
FDQ15,OUT018,1813.8294061784723
NCS54,OUT017,1802.132192869268
NCY05,OUT013,1799.137519521573
FDR45,OUT046,1790.13795194931
FDK57,OUT049,1790.8381245824864
FDF41,OUT010,1800.2600296911462
FDV21,OUT046,1794.9136776483963
FDD51,OUT046,1810.0151384865571
FDF33,OUT046,1814.619614613268
FDA38,OUT046,1815.4112867631866
FDR56,OUT045,1799.8399046944921
NCN41,OUT017,1811.9555199984243
FDC60,OUT027,1808.2403024029716
FDB47,OUT045,1792.185062332337
DRH01,OUT013,1801.7303368510557
FDW08,OUT046,1801.649823311443
FDF38,OUT027,1805.0265984471134
FDY32,OUT017,1785.7237765522232
FDG34,OUT049,1801.788452417364
FDG47,OUT019,1789.688570974827
NCF18,OUT035,1805.7843325025892
FDL39,OUT019,1799.4079982934968
NCH55,OUT035,1807.861341241637
DRJ35,OUT049,1801.310911584581
FDS44,OUT035,1813.4686078426023
DRE01,OUT018,1819.1564662316002
FDY39,OUT013,1793.7719248937299
FDY32,OUT018,1791.1915391744242
FDR33,OUT027,1802.3039626566197
NCP50,OUT049,1801.2236181950109
FDZ47,OUT018,1816.2181524860803
FDU57,OUT049,1801.9651323942178
FDY44,OUT013,1786.3390554308548
DRH59,OUT018,1804.1360276459413
FDB03,OUT027,1798.5576535696098
FDY46,OUT045,1785.142153474172
FDM39,OUT045,1784.610896468448
FDY36,OUT035,1792.9264826052224
NCM55,OUT035,1791.3468577230155
FDJ50,OUT010,1798.6280747262692
DRL60,OUT013,1810.9674721515416
NCJ54,OUT049,1805.470528957237
FDX59,OUT017,1811.6702404492612
FDI07,OUT013,1804.9581453564267
DRF51,OUT010,1802.3734725471154
FDM14,OUT017,1787.6618145266184
FDP21,OUT045,1790.4360100719455
FDE40,OUT035,1798.8821836697641
FDE05,OUT035,1801.3112061369143
FDM13,OUT027,1801.007463861388
FDC34,OUT027,1778.9205527723611
NCI55,OUT018,1786.944782872434
NCE43,OUT018,1799.0440383965747
FDW58,OUT018,1802.1370653353404
FDG60,OUT045,1804.6762758949335
FDV31,OUT017,1808.3656734549127
FDR47,OUT013,1817.2561895228519
FDM60,OUT019,1794.4255327699084
NCF06,OUT018,1811.1641404230938
NCN26,OUT027,1792.0917309946292
FDQ59,OUT049,1793.680564207898
FDF09,OUT046,1795.1458775595702
NCS06,OUT017,1787.3663027865725
FDT44,OUT046,1810.5018127306892
FDI19,OUT017,1792.594678768182
FDT22,OUT017,1781.9537012934534
NCF54,OUT027,1792.5342003367734
DRG25,OUT045,1812.5542159392044
FDB59,OUT017,1792.1945384208207
FDQ37,OUT017,1807.6081916903195
FDP56,OUT035,1807.972214557565
FDW44,OUT035,1802.9487209242907
FDJ26,OUT010,1789.0784258466003
FDU43,OUT018,1800.486093106759
FDW33,OUT045,1782.0245086065524
NCX53,OUT027,1812.2459495932574
FDN56,OUT010,1807.0976984589363
DRF15,OUT049,1798.761973405411
FDO33,OUT017,1807.9052311727107
FDZ39,OUT010,1788.945414636654
NCJ19,OUT017,1799.8029648514835
FDU01,OUT035,1783.839868663257
FDT12,OUT035,1806.2463482674175
NCM18,OUT018,1807.0976622491987
FDP19,OUT017,1806.692356546913
NCR42,OUT049,1799.2541408186853
FDN10,OUT046,1807.3983307744063
FDG44,OUT017,1799.3395440399834
FDQ10,OUT046,1789.9906383926889
DRH13,OUT049,1810.6039003519322
FDT52,OUT013,1792.0344555389122
FDM56,OUT045,1803.2239555732058
NCO43,OUT010,1789.4144744350535
NCV29,OUT035,1784.5379857527437
NCF06,OUT013,1810.4579673131213
FDO50,OUT035,1784.2112741312203
FDT59,OUT013,1808.0301445358189
FDX40,OUT027,1795.667650192466
FDE50,OUT017,1790.4420293690002
FDX51,OUT017,1817.1098136829078
NCD30,OUT018,1823.7001646133847
FDK15,OUT013,1791.554730728166
FDL12,OUT045,1800.1117031092417
FDK46,OUT017,1782.4088956629735
DRH49,OUT010,1794.2476334147136
FDQ57,OUT046,1798.8781816528392
FDY59,OUT017,1813.8680550876188
FDO09,OUT018,1778.6472594763943
NCG30,OUT035,1807.421658333621
FDM09,OUT017,1797.16207433416
NCN17,OUT027,1800.4358264513528
NCS42,OUT013,1801.9775495181939
FDD02,OUT019,1801.5882298724525
FDE34,OUT013,1808.609114120673
FDU38,OUT045,1786.8769694720945
FDB33,OUT046,1790.0074560231249
NCJ29,OUT017,1787.5479619268265
FDZ27,OUT035,1796.4951406337539
FDI40,OUT013,1800.3612110398276
FDG22,OUT013,1798.953775986327
FDT51,OUT017,1803.0870389404313
FDF20,OUT018,1791.1138255234443
FDV50,OUT035,1813.3256117429294
FDT02,OUT049,1808.3267610243897
DRC49,OUT017,1810.9088966759255
FDF26,OUT049,1809.2324678189711
FDV52,OUT035,1818.2436730176194
FDX59,OUT049,1785.0570555660142
FDV25,OUT035,1800.3752379587463
FDW23,OUT027,1808.7087358619747
FDE53,OUT018,1806.489461706926
FDA19,OUT017,1794.769180875852
FDH22,OUT046,1807.805298060897
NCO41,OUT013,1800.8264375756853
FDX12,OUT017,1800.8264375756853
FDF17,OUT013,1800.8264375756853
FDS11,OUT045,1800.8264375756853
FDR51,OUT035,1800.8264375756853
FDT49,OUT010,1800.8264375756853
FDC56,OUT013,1800.8264375756853
FDR13,OUT027,1800.8264375756853
FDQ60,OUT035,1800.8264375756853
FDN38,OUT049,1800.8264375756853
NCL29,OUT013,1800.8264375756853
FDO13,OUT027,1800.8264375756853
FDE26,OUT018,1800.8264375756853
FDA31,OUT010,1800.8264375756853
FDX14,OUT035,1800.8264375756853
FDA34,OUT045,1800.8264375756853
FDF26,OUT013,1800.8264375756853
FDE38,OUT045,1800.8264375756853
DRI11,OUT046,1800.8264375756853
FDQ60,OUT027,1800.8264375756853
FDL21,OUT027,1800.8264375756853
DRC12,OUT027,1800.8264375756853
FDC47,OUT046,1800.8264375756853
FDE57,OUT045,1800.8264375756853
FDT14,OUT045,1800.8264375756853
NCZ53,OUT046,1800.8264375756853
FDE28,OUT018,1800.8264375756853
FDR19,OUT035,1800.8264375756853
NCF54,OUT019,1800.8264375756853
FDZ08,OUT046,1800.8264375756853
NCJ05,OUT018,1800.8264375756853
FDF59,OUT046,1800.8264375756853
NCO05,OUT035,1800.8264375756853
FDW24,OUT018,1800.8264375756853
NCX42,OUT018,1800.8264375756853
NCA53,OUT035,1800.8264375756853
FDI45,OUT019,1800.8264375756853
FDG46,OUT046,1800.8264375756853
FDM20,OUT010,1800.8264375756853
FDW11,OUT010,1800.8264375756853
FDX08,OUT035,1800.8264375756853
NCK17,OUT035,1800.8264375756853
FDK32,OUT018,1800.8264375756853
NCA42,OUT035,1800.8264375756853
DRI01,OUT035,1800.8264375756853
NCL55,OUT049,1800.8264375756853
DRE25,OUT018,1800.8264375756853
FDD14,OUT017,1800.8264375756853
FDB10,OUT046,1800.8264375756853
DRN11,OUT035,1800.8264375756853
FDP38,OUT018,1800.8264375756853
NCA30,OUT017,1800.8264375756853
FDT15,OUT017,1800.8264375756853
NCP55,OUT018,1800.8264375756853
FDF12,OUT035,1800.8264375756853
FDM21,OUT018,1800.8264375756853
FDX56,OUT035,1800.8264375756853
FDF10,OUT017,1800.8264375756853
FDT32,OUT045,1800.8264375756853
FDM51,OUT018,1800.8264375756853
NCR50,OUT018,1800.8264375756853
FDI19,OUT049,1800.8264375756853
FDX21,OUT017,1800.8264375756853
FDR31,OUT035,1800.8264375756853
FDY02,OUT013,1800.8264375756853
NCA29,OUT045,1800.8264375756853
NCX17,OUT046,1800.8264375756853
FDM12,OUT045,1800.8264375756853
FDI53,OUT027,1800.8264375756853
NCU30,OUT049,1800.8264375756853
FDC56,OUT027,1800.8264375756853
FDK27,OUT018,1800.8264375756853
NCK18,OUT017,1800.8264375756853
FDB52,OUT019,1800.8264375756853
DRG25,OUT027,1800.8264375756853
FDZ13,OUT049,1800.8264375756853
FDB57,OUT019,1800.8264375756853
FDR40,OUT046,1800.8264375756853
NCO14,OUT019,1800.8264375756853
NCN19,OUT045,1800.8264375756853
FDQ28,OUT019,1800.8264375756853
FDO13,OUT018,1800.8264375756853
FDK48,OUT013,1800.8264375756853
FDU07,OUT018,1800.8264375756853
FDW20,OUT046,1800.8264375756853
FDV12,OUT010,1800.8264375756853
FDH24,OUT013,1800.8264375756853
FDV59,OUT049,1800.8264375756853
FDK57,OUT045,1800.8264375756853
FDL16,OUT027,1800.8264375756853
NCQ17,OUT046,1800.8264375756853
FDJ15,OUT018,1800.8264375756853
FDX24,OUT049,1800.8264375756853
FDT47,OUT046,1800.8264375756853
FDT10,OUT049,1800.8264375756853
FDZ37,OUT018,1800.8264375756853
FDW43,OUT027,1800.8264375756853
DRN36,OUT017,1800.8264375756853
FDJ14,OUT045,1800.8264375756853
FDA32,OUT013,1800.8264375756853
FDJ38,OUT019,1800.8264375756853
FDQ57,OUT017,1800.8264375756853
NCQ41,OUT019,1800.8264375756853
FDG56,OUT049,1800.8264375756853
DRC13,OUT027,1800.8264375756853
FDV55,OUT035,1800.8264375756853
FDQ49,OUT045,1800.8264375756853
FDE29,OUT010,1800.8264375756853
FDR03,OUT013,1800.8264375756853
FDD45,OUT049,1800.8264375756853
FDN38,OUT010,1800.8264375756853
FDT56,OUT046,1800.8264375756853
FDT48,OUT045,1800.8264375756853
FDU03,OUT049,1800.8264375756853
FDC56,OUT010,1800.8264375756853
NCO43,OUT027,1800.8264375756853
FDQ27,OUT017,1800.8264375756853
FDR03,OUT046,1800.8264375756853
DRH23,OUT010,1800.8264375756853
FDG22,OUT045,1800.8264375756853
NCJ42,OUT013,1800.8264375756853
FDR24,OUT046,1800.8264375756853
FDW60,OUT035,1800.8264375756853
FDJ08,OUT013,1800.8264375756853
DRL59,OUT018,1800.8264375756853
FDG60,OUT010,1800.8264375756853
FDW27,OUT017,1800.8264375756853
FDX14,OUT018,1800.8264375756853
FDC20,OUT013,1800.8264375756853
NCS29,OUT018,1800.8264375756853
FDJ56,OUT046,1800.8264375756853
FDB20,OUT019,1800.8264375756853
FDL28,OUT027,1800.8264375756853
FDW01,OUT018,1800.8264375756853
FDL03,OUT046,1800.8264375756853
FDX22,OUT049,1800.8264375756853
FDJ21,OUT035,1800.8264375756853
FDR31,OUT045,1800.8264375756853
FDG21,OUT035,1800.8264375756853
FDS22,OUT027,1800.8264375756853
FDK08,OUT035,1800.8264375756853
FDE17,OUT018,1800.8264375756853
NCN30,OUT017,1800.8264375756853
FDT50,OUT046,1800.8264375756853
NCX42,OUT049,1800.8264375756853
FDJ12,OUT035,1800.8264375756853
NCA18,OUT027,1800.8264375756853
FDP23,OUT019,1800.8264375756853
FDX12,OUT013,1800.8264375756853
FDN40,OUT018,1800.8264375756853
FDV48,OUT035,1800.8264375756853
NCY54,OUT013,1800.8264375756853
FDL16,OUT010,1800.8264375756853
FDR45,OUT018,1800.8264375756853
FDJ52,OUT046,1800.8264375756853
DRG01,OUT017,1800.8264375756853
FDP52,OUT013,1800.8264375756853
FDU58,OUT017,1800.8264375756853
FDL02,OUT045,1800.8264375756853
FDG28,OUT013,1800.8264375756853
FDA19,OUT035,1800.8264375756853
FDW46,OUT027,1800.8264375756853
NCD43,OUT049,1800.8264375756853
DRG39,OUT013,1800.8264375756853
NCF55,OUT049,1800.8264375756853
FDJ07,OUT046,1800.8264375756853
FDE08,OUT046,1800.8264375756853
FDP56,OUT019,1800.8264375756853
FDT45,OUT045,1800.8264375756853
FDF17,OUT018,1800.8264375756853
FDX44,OUT046,1800.8264375756853
FDM28,OUT027,1800.8264375756853
FDI36,OUT049,1800.8264375756853
FDS07,OUT045,1800.8264375756853
FDD36,OUT045,1800.8264375756853
FDW11,OUT046,1800.8264375756853
FDN40,OUT049,1800.8264375756853
NCQ18,OUT049,1800.8264375756853
NCQ54,OUT017,1800.8264375756853
NCS42,OUT045,1800.8264375756853
DRH39,OUT010,1800.8264375756853
FDC09,OUT027,1800.8264375756853
FDT08,OUT010,1800.8264375756853
FDC08,OUT035,1800.8264375756853
FDT20,OUT017,1800.8264375756853
FDS35,OUT035,1800.8264375756853
FDX58,OUT018,1800.8264375756853
FDW58,OUT046,1800.8264375756853
DRD27,OUT046,1800.8264375756853
FDH32,OUT019,1800.8264375756853
FDS26,OUT035,1800.8264375756853
FDQ31,OUT046,1800.8264375756853
FDP11,OUT018,1800.8264375756853
FDD58,OUT017,1800.8264375756853
FDM33,OUT045,1800.8264375756853
FDZ16,OUT049,1800.8264375756853
NCS29,OUT010,1800.8264375756853
NCM18,OUT019,1800.8264375756853
FDP11,OUT049,1800.8264375756853
NCC42,OUT017,1800.8264375756853
DRM23,OUT046,1800.8264375756853
NCN55,OUT027,1800.8264375756853
FDK46,OUT013,1800.8264375756853
FDR01,OUT046,1800.8264375756853
NCA05,OUT045,1800.8264375756853
NCP43,OUT017,1800.8264375756853
FDR12,OUT010,1800.8264375756853
FDQ01,OUT013,1800.8264375756853
FDM13,OUT046,1800.8264375756853
FDQ19,OUT017,1800.8264375756853
FDK56,OUT019,1800.8264375756853
NCX06,OUT010,1800.8264375756853
FDO56,OUT027,1800.8264375756853
FDU45,OUT045,1800.8264375756853
FDI16,OUT019,1800.8264375756853
FDL32,OUT046,1800.8264375756853
FDA07,OUT046,1800.8264375756853
FDA14,OUT045,1800.8264375756853
FDV46,OUT027,1800.8264375756853
NCO07,OUT035,1800.8264375756853
NCP41,OUT046,1800.8264375756853
FDY60,OUT018,1800.8264375756853
FDN38,OUT017,1800.8264375756853
FDO15,OUT046,1800.8264375756853
FDT60,OUT013,1800.8264375756853
FDA55,OUT035,1800.8264375756853
FDE02,OUT010,1800.8264375756853
DRJ39,OUT049,1800.8264375756853
FDV34,OUT035,1800.8264375756853
FDS20,OUT027,1800.8264375756853
FDF02,OUT027,1800.8264375756853
FDW40,OUT017,1800.8264375756853
NCB43,OUT046,1800.8264375756853
FDR58,OUT017,1800.8264375756853
DRJ59,OUT035,1800.8264375756853
NCD30,OUT017,1800.8264375756853
FDE14,OUT017,1800.8264375756853
FDC28,OUT018,1800.8264375756853
FDU16,OUT018,1800.8264375756853
NCD19,OUT035,1800.8264375756853
FDU21,OUT046,1800.8264375756853
FDV59,OUT027,1800.8264375756853
FDU03,OUT045,1800.8264375756853
FDC33,OUT010,1800.8264375756853
NCR42,OUT035,1800.8264375756853
DRH59,OUT035,1800.8264375756853
NCM31,OUT035,1800.8264375756853
FDS50,OUT035,1800.8264375756853
FDP39,OUT046,1800.8264375756853
FDQ55,OUT013,1800.8264375756853
FDV36,OUT019,1800.8264375756853
FDI05,OUT027,1800.8264375756853
FDS45,OUT027,1800.8264375756853
FDA39,OUT045,1800.8264375756853
FDC37,OUT010,1800.8264375756853
FDJ60,OUT027,1800.8264375756853
DRQ35,OUT046,1800.8264375756853
NCJ06,OUT046,1800.8264375756853
NCY42,OUT018,1800.8264375756853
DRM37,OUT049,1800.8264375756853
FDR14,OUT045,1800.8264375756853
FDE51,OUT049,1800.8264375756853
FDT33,OUT017,1800.8264375756853
FDR08,OUT013,1800.8264375756853
FDE36,OUT010,1800.8264375756853
FDL22,OUT019,1800.8264375756853
FDR44,OUT013,1800.8264375756853
FDI56,OUT019,1800.8264375756853
FDE47,OUT010,1800.8264375756853
FDV27,OUT010,1800.8264375756853
FDV10,OUT049,1800.8264375756853
FDC40,OUT045,1800.8264375756853
NCX41,OUT013,1800.8264375756853
NCQ38,OUT027,1800.8264375756853
FDV12,OUT027,1800.8264375756853
FDE52,OUT017,1800.8264375756853
FDG20,OUT027,1800.8264375756853
FDV16,OUT027,1800.8264375756853
FDI32,OUT017,1800.8264375756853
FDJ32,OUT049,1800.8264375756853
FDN39,OUT018,1800.8264375756853
FDY34,OUT017,1800.8264375756853
FDC14,OUT035,1800.8264375756853
FDA55,OUT017,1800.8264375756853
FDZ50,OUT010,1800.8264375756853
DRG13,OUT049,1800.8264375756853
FDP01,OUT013,1800.8264375756853
NCG54,OUT017,1800.8264375756853
FDM13,OUT045,1800.8264375756853
NCO18,OUT027,1800.8264375756853
NCW41,OUT013,1800.8264375756853
FDM52,OUT027,1800.8264375756853
NCF55,OUT035,1800.8264375756853
FDT09,OUT046,1800.8264375756853
NCM19,OUT035,1800.8264375756853
FDW12,OUT018,1800.8264375756853
FDP15,OUT019,1800.8264375756853
FDK36,OUT045,1800.8264375756853
FDZ25,OUT035,1800.8264375756853
NCW06,OUT049,1800.8264375756853
FDW60,OUT046,1800.8264375756853
DRC49,OUT013,1800.8264375756853
NCT17,OUT035,1800.8264375756853
NCN06,OUT018,1800.8264375756853
FDC45,OUT013,1800.8264375756853
DRJ47,OUT019,1800.8264375756853
NCF06,OUT045,1800.8264375756853
FDE21,OUT010,1800.8264375756853
DRG27,OUT013,1800.8264375756853
FDW40,OUT049,1800.8264375756853
NCO53,OUT046,1800.8264375756853
FDE23,OUT049,1800.8264375756853
FDQ16,OUT046,1800.8264375756853
FDS26,OUT045,1800.8264375756853
FDZ13,OUT010,1800.8264375756853
FDS14,OUT049,1800.8264375756853
FDC10,OUT045,1800.8264375756853
FDY16,OUT049,1800.8264375756853
FDJ20,OUT035,1800.8264375756853
FDV43,OUT035,1800.8264375756853
FDZ32,OUT027,1800.8264375756853
FDR23,OUT046,1800.8264375756853
FDN24,OUT035,1800.8264375756853
FDE34,OUT027,1800.8264375756853
FDU31,OUT013,1800.8264375756853
FDW33,OUT018,1800.8264375756853
FDU26,OUT046,1800.8264375756853
FDE20,OUT027,1800.8264375756853
NCW05,OUT035,1800.8264375756853
FDB22,OUT018,1800.8264375756853
FDO56,OUT046,1800.8264375756853
FDA19,OUT027,1800.8264375756853
DRI39,OUT045,1800.8264375756853
FDH52,OUT018,1800.8264375756853
FDZ50,OUT035,1800.8264375756853
NCN42,OUT035,1800.8264375756853
FDB53,OUT013,1800.8264375756853
DRG11,OUT017,1800.8264375756853
DRK11,OUT027,1800.8264375756853
FDQ60,OUT017,1800.8264375756853
FDT36,OUT017,1800.8264375756853
DRG25,OUT018,1800.8264375756853
DRJ23,OUT046,1800.8264375756853
FDG05,OUT035,1800.8264375756853
NCK06,OUT018,1800.8264375756853
FDU52,OUT017,1800.8264375756853
FDW07,OUT018,1800.8264375756853
NCM17,OUT045,1800.8264375756853
FDA22,OUT045,1800.8264375756853
NCA41,OUT018,1800.8264375756853
FDF38,OUT035,1800.8264375756853
FDH52,OUT046,1800.8264375756853
FDY58,OUT019,1800.8264375756853
FDZ16,OUT045,1800.8264375756853
NCM18,OUT017,1800.8264375756853
FDA22,OUT018,1800.8264375756853
NCJ43,OUT035,1800.8264375756853
FDI34,OUT027,1800.8264375756853
FDG56,OUT046,1800.8264375756853
FDS34,OUT046,1800.8264375756853
DRC01,OUT035,1800.8264375756853
FDQ04,OUT035,1800.8264375756853
FDK04,OUT035,1800.8264375756853
FDT51,OUT049,1800.8264375756853
FDV26,OUT017,1800.8264375756853
FDS04,OUT049,1800.8264375756853
FDW43,OUT018,1800.8264375756853
FDQ28,OUT010,1800.8264375756853
NCK06,OUT017,1800.8264375756853
FDS23,OUT018,1800.8264375756853
FDZ36,OUT019,1800.8264375756853
FDE56,OUT018,1800.8264375756853
FDW10,OUT027,1800.8264375756853
NCN14,OUT045,1800.8264375756853
NCQ18,OUT045,1800.8264375756853
FDW08,OUT017,1800.8264375756853
FDU43,OUT035,1800.8264375756853
FDR33,OUT010,1800.8264375756853
FDM24,OUT010,1800.8264375756853
NCZ05,OUT046,1800.8264375756853
NCV41,OUT035,1800.8264375756853
FDV11,OUT018,1800.8264375756853
NCY05,OUT035,1800.8264375756853
FDV44,OUT018,1800.8264375756853
FDW32,OUT049,1800.8264375756853
NCU18,OUT027,1800.8264375756853
NCC43,OUT035,1800.8264375756853
FDW19,OUT013,1800.8264375756853
FDN31,OUT035,1800.8264375756853
FDI48,OUT045,1800.8264375756853
FDS24,OUT017,1800.8264375756853
FDF46,OUT049,1800.8264375756853
DRG23,OUT017,1800.8264375756853
FDG14,OUT018,1800.8264375756853
NCY30,OUT049,1800.8264375756853
FDO28,OUT018,1800.8264375756853
DRD24,OUT035,1800.8264375756853
FDI33,OUT049,1800.8264375756853
FDN32,OUT046,1800.8264375756853
FDR16,OUT045,1800.8264375756853
FDF26,OUT046,1800.8264375756853
NCN29,OUT018,1800.8264375756853
FDE20,OUT045,1800.8264375756853
FDA46,OUT046,1800.8264375756853
FDU28,OUT045,1800.8264375756853
FDQ48,OUT045,1800.8264375756853
FDV36,OUT013,1800.8264375756853
FDR14,OUT018,1800.8264375756853
FDP23,OUT017,1800.8264375756853
FDP56,OUT013,1800.8264375756853
FDK48,OUT010,1800.8264375756853
FDR48,OUT046,1800.8264375756853
NCY29,OUT049,1800.8264375756853
FDM22,OUT018,1800.8264375756853
DRJ01,OUT013,1800.8264375756853
FDZ43,OUT045,1800.8264375756853
FDV03,OUT035,1800.8264375756853
FDX11,OUT027,1800.8264375756853
NCA41,OUT027,1800.8264375756853
FDE38,OUT017,1800.8264375756853
FDI27,OUT018,1800.8264375756853
FDN32,OUT013,1800.8264375756853
NCN43,OUT017,1800.8264375756853
FDB47,OUT027,1800.8264375756853
FDV03,OUT017,1800.8264375756853
NCN30,OUT045,1800.8264375756853
NCV54,OUT010,1800.8264375756853
FDV07,OUT013,1800.8264375756853
FDP07,OUT049,1800.8264375756853
FDK48,OUT018,1800.8264375756853
FDM15,OUT019,1800.8264375756853
FDY19,OUT027,1800.8264375756853
FDK46,OUT046,1800.8264375756853
FDY11,OUT045,1800.8264375756853
FDH09,OUT046,1800.8264375756853
FDO08,OUT027,1800.8264375756853
FDU14,OUT013,1800.8264375756853
FDD22,OUT027,1800.8264375756853
FDM27,OUT017,1800.8264375756853
FDL02,OUT027,1800.8264375756853
NCA17,OUT035,1800.8264375756853
FDE38,OUT019,1800.8264375756853
NCG07,OUT049,1800.8264375756853
DRC27,OUT013,1800.8264375756853
FDA27,OUT035,1800.8264375756853
FDW40,OUT045,1800.8264375756853
DRI11,OUT013,1800.8264375756853
FDN50,OUT046,1800.8264375756853
FDR12,OUT046,1800.8264375756853
FDT34,OUT027,1800.8264375756853
FDW11,OUT035,1800.8264375756853
NCO30,OUT027,1800.8264375756853
FDZ34,OUT017,1800.8264375756853
FDU45,OUT017,1800.8264375756853
NCD42,OUT035,1800.8264375756853
FDX25,OUT045,1800.8264375756853
NCR29,OUT046,1800.8264375756853
FDX43,OUT019,1800.8264375756853
FDB04,OUT010,1800.8264375756853
FDR49,OUT027,1800.8264375756853
FDS39,OUT018,1800.8264375756853
FDW58,OUT045,1800.8264375756853
FDG22,OUT019,1800.8264375756853
FDG31,OUT017,1800.8264375756853
NCV53,OUT027,1800.8264375756853
DRJ37,OUT035,1800.8264375756853
FDV07,OUT035,1800.8264375756853
FDW52,OUT018,1800.8264375756853
FDT15,OUT045,1800.8264375756853
FDD02,OUT018,1800.8264375756853
FDM16,OUT035,1800.8264375756853
